Megan," Simon Helana		mg/L",,,,,,,,,,,
190,0.01,-0.0343,-0.0273,-0.0298,-0.0231,-0.0364,0,0,0,0,0,0
192,-0.0118,-0.0387,-0.0333,-0.0328,-0.0154,-0.0281,0,0,0,0,0,0
194,0.0178,-0.0259,-0.0172,-0.0185,-0.0069,-0.0349,0,0,0,0,0,0
196,-0.007,-0.039,-0.0363,-0.0364,-0.0153,-0.0333,0,0,0,0,0,0
198,0.0116,-0.0265,-0.0169,-0.0192,-0.0113,-0.0301,0,0,0,0,0,0
200,0.0059,-0.0459,-0.0268,-0.0156,-0.0059,-0.0314,0,0,0,0,0,0
202,-0.0057,-0.0427,-0.0384,-0.046,-0.0288,-0.0427,0,0,0,0,0,0
204,-0.0113,-0.0379,-0.0339,-0.0389,-0.0144,-0.0349,0,0,0,0,0,0
206,0.0012,-0.0501,-0.0323,-0.0213,-0.0089,-0.0313,0,0,0,0,0,0
208,0.0104,-0.0318,-0.0227,-0.0276,-0.009,-0.0281,0,0,0,0,0,0
210,0.0075,-0.0181,-0.0136,-0.0142,-0.0029,-0.0158,0,0,0,0,0,0
212,0.0072,-0.0316,-0.0371,-0.0204,-0.0164,-0.0215,0,0,0,0,0,0
214,0,-0.0206,-0.0166,-0.0252,-0.0212,-0.0314,0,0,0,0,0,0
216,0.0228,-0.0317,-0.0124,-0.0035,-0.0053,-0.0164,0,0,0,0,0,0
218,-0.0202,-0.0575,-0.0338,-0.0395,-0.016,-0.0355,0,0,0,0,0,0
220,0.0118,-0.0047,-0.0012,-0.0011,0.0094,-0.0194,0,0,0,0,0,0
222,0.0139,-0.0274,-0.0246,-0.0258,-0.0104,-0.0235,0,0,0,0,0,0
224,0.0123,-0.0398,-0.0293,-0.0241,-0.0241,-0.0189,0,0,0,0,0,0
226,-0.014,-0.0593,-0.033,-0.0421,-0.0381,-0.0438,0,0,0,0,0,0
228,0.0176,-0.0145,-0.0324,-0.023,-0.0058,-0.0281,0,0,0,0,0,0
230,0.0036,-0.0257,-0.0195,-0.0213,-0.0006,-0.0117,0,0,0,0,0,0
232,0.006,-0.0561,-0.0426,-0.0213,-0.0276,-0.0497,0,0,0,0,0,0
234,-0.0023,-0.0325,-0.0314,-0.045,-0.0041,-0.0225,0,0,0,0,0,0
236,0.0047,-0.0352,-0.0199,-0.0046,-0.0046,-0.0298,0,0,0,0,0,0
238,-0.0232,-0.0716,-0.0503,-0.043,-0.0291,-0.0431,0,0,0,0,0,0
240,0,-0.0492,-0.0378,-0.0411,-0.0244,-0.0356,0,0,0,0,0,0
242,0.016,-0.03,-0.0208,-0.0066,-0.0055,-0.0162,0,0,0,0,0,0
244,0.0116,-0.0271,-0.0242,-0.0114,0.0092,-0.0208,0,0,0,0,0,0
246,0.0038,-0.0433,-0.0278,-0.045,-0.0123,-0.0213,0,0,0,0,0,0
248,-0.003,-0.055,-0.0517,-0.0344,-0.0187,-0.0428,0,0,0,0,0,0
250,0,-0.409,-0.3802,-0.3535,-0.3215,-0.2973,0,0,0,0,0,0
252,0.0338,-1.068,-1.0365,-1.0043,-0.9506,-0.9198,0,1,1,1,1,1
254,-0.0067,-1.5441,-1.5122,-1.4832,-1.4292,-1.4005,0,1,1,1,1,1
256,0.0082,-1.8099,-1.7788,-1.7518,-1.6991,-1.6745,0,1,1,1,1,1
258,0.0113,-1.9505,-1.9197,-1.8932,-1.8417,-1.8186,0,1,1,1,1,1
260,-0.0018,-2.0286,-1.9985,-1.9724,-1.9216,-1.8978,0,1,1,1,1,1
